Review No.	Reviewer Name	Date	Verified Buyer	Title	Review
159	Dr Arjun Shenoi	May 18, 2015	Yes	That's Good Stuff	an awsum phone. a good deal on snapdeal. delivery was quick, but should have given an option for early delivery too.
160	apple rafi	May 18, 2015	Yes	Best smart phone in the world	Best smart phone in the world
161	Aditya	May 16, 2015	Yes	The Phone is Worth it	Thanks to Snap Deal got the Phone at a Wonderful Price and the Phone is as usual Awesome... Need we to say more
162	Ramesh jaon	May 16, 2015	Yes	Good	Good
163	Raj	May 16, 2015	Yes	very good sevice i would love to buy	Excellent service with prompt delivery
164	deepak	May 16, 2015	Yes	good phone	Nice looking
165	Navaz Khan	May 16, 2015	Yes	Very Good!	Excelent Phone
166	Deepak khiani	May 16, 2015	Yes	Super duper	Really unbelievable pricing & really good stuff & original
167	Guest	May 16, 2015	Yes	iPhone 6 + 64 gb	Excellent buy from snapdeal. Everything perfect except that there is no 1 day courier service . Product was excellent and genuine. ⭐️⭐️⭐️⭐️⭐️
168	dhaval	May 16, 2015	Yes	Light weight and nice handset	Perfect piece nice speed good in use and awesome product and no heating and hanging issue and best iphone by apple
169	Sushant	May 16, 2015	Yes	Cant Beat The Price	The iPhone Els were i had cheqd the price was high compare to snapdeal
170	Prajwal	May 16, 2015	Yes	One awesome product.....!	Apple iPhone 6 plus is a perfect phone fa gadget enthusiasts...Just go for it...Snapdeal does its job very well...Thumbs up fa both Apple n Snapdeal...! Though it lacks behind in hardware compared to other flagships, it stands ahead of all.. I mean it. I was confused with Samsung Galaxy s6 an apple iPhone 6 plus but i choose apply as my previous handset was Samsung Galaxy Note 2 n didn't want to use bugging touchwiz again. I would recommend anyone who can afford it without any second thought. Worth every penny...!!
171	gajju	May 13, 2015	Yes	good	Good product and best service
172	chintoo	May 13, 2015	Yes	nice	good very good
173	Ritesh	May 13, 2015	Yes	iPhone 6 plus under 52k..	What else I shall speak about iPhone 6 plus. It's awesome
174	vicky	May 13, 2015	Yes	awesome phone	It's very gudd phone
175	james	May 13, 2015	Yes	Super stuff go for it	It's genuine product with fast delievery and value for money
176	Sathish	May 13, 2015	Yes	best phone in best price	Received the phone in 3 days. I dont have to say anything about iphone 6 plus, its the best smartphone ever built by apple. This is my first iphone and was confused if i'll get better feel/performance than my previous andriod phones. Iphone truely lives up to its name.
177	Jai	May 13, 2015	Yes	Good	Good
178	sagar marda	May 13, 2015	Yes	Original Product at Good Price	Very much liked the product and also at discounted price.  Was afraid of buying at start & also was scared of wrong/duplicate/faulty product..  But in the end got the expected product.  #love#i-phone6 plus.
179	balaje	May 13, 2015	Yes	awesome	Very nice
